ID en AIS;Buzón de correo;Tipo de Incidente;Categoria;Cola;Origen;Jerarquía de categoría;Incidentes;Recibido;Enviado;Dias Respuesta;Cuenta asignada;Fecha de escalada;Fecha de cierre;Estado;Modo de Contacto;ID de producto;Grupo;Provincia;Localidad;Póliza;Motivo Cierre Definitivo;Productor;Cliensec;ID_CuentaCreacion
102500119;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000010;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-005724;Sin valor;PR-2000 - HSBC BANK ARGENTINA S.A.;102500119;7870554
5827416;Sin valor;Pedido;Excepción - Pago por transferencia Automático;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170523-000965;23/05/17;Sin valor;Sin valor;Federico Montejo;Sin valor;Sin valor;Derivado;Llamada entrante;AUT1 - AUTOMOTORES;Telecobranzas;BUENOS AIRES;MORON;AUT1-01-024874/0000-00-000000;Sin valor;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5827416;7866798
5025927;Sin valor;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170524-000013;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-041880;Sin valor;P1-0394 - AON RISK SERVICES AR GENTINA S.A.;5025927;7379825
104089322;Sin valor;Accion Proactiva;Reintegro Prestadores - Acción Proactiva;Prestadores;Editor de objetos personalizados;Prestadores;170317-001166;17/03/17;Sin valor;Sin valor;Sin valor;12/04/2017;24/05/2017;Resuelto;Tarea Proactiva sin contacto;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;RAMOS MEJIA;AUS1-00-000001/0000-02-019299;Sin valor;PR-8161 - HSBC BANK ARGENTINA S.A.;104089322;5740
2777863;Sin valor;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000015;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;MENDOZA;MENDOZA;AUS1-00-000001/0000-01-956962;Sin valor;PR-8161 - HSBC BANK ARGENTINA S.A.;2777863;7854281
5984363;Sin valor;Consulta;Modificaciones datos del producto;Gerencia Clientes;Editor de objetos personalizados;Modificaciones;170524-000016;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;APR1 - AUTOMOTORES;Sin valor;SAN JUAN;BARRIO RAWSON;APR1-00-006873/6873-15-009099;Sin valor;PR-7933 - HSBC BANK ARGENTINA S.A.;5984363;7854281
5969139;Sin valor;Pedido;Modificación de canal de cobro por única vez;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170523-001152;23/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;Sin valor;FORMOSA;CLORINDA;HOM1-00-357682/7682-16-000728;Sin valor;PR-4623 - MENDOZA BROKER S.R.L .;5969139;7866991
5984363;Sin valor;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000018;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;APR1 - AUTOMOTORES;Sin valor;SAN JUAN;BARRIO RAWSON;APR1-00-006873/6873-15-009099;Sin valor;PR-7933 - HSBC BANK ARGENTINA S.A.;5984363;7854281
4003394;Sin valor;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000019;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada Saliente;AUS1 - AUTOMOTORES;Sin valor;MENDOZA;VILLA NUEVA DE GUAYMALLEN;AUS1-00-000001/0000-01-958353;Sin valor;PR-0245 - QBE SEGUROS LA BUENO S AIRES;4003394;7379825
5266508;Sin valor;Pedido;Cambio de compañía;Telecobranzas;Editor de objetos personalizados;Bajas;170511-000828;11/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Telemarketing;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-047170;Sin valor;PR-7907 - QBE SEGUROS LA BUENO S AIRES;5266508;7876157
5974701;Sin valor;Pedido;Pago telefónico;Pago Telefonico;Editor de objetos personalizados;Telecobranzas;170523-000144;23/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;Sin valor;Sin valor;AUT1-01-027523/0000-00-000000;Sin valor;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5974701;7866794
5942190;Sin valor;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000022;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;MAR DEL PLATA;AUS1-00-000001/0000-01-979805;Sin valor;PR-4589 - REY MENDEZ RODRIGUEZ  MARIA FLORENCIA;5942190;7854281
5806172;Sin valor;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000023;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;NEUQUEN;NEUQUEN;AUT1-01-007555/0000-00-000000;Sin valor;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5806172;7866990
5928342;Sin valor;Pedido;Modificación datos personales;Telecobranzas;Editor de objetos personalizados;Modificaciones;170427-000008;27/04/17;Sin valor;Sin valor;Sin valor;05/05/2017;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-956700;Sin valor;PR-2000 - HSBC BANK ARGENTINA S.A.;5928342;7870554
5670131;Sin valor;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170524-000025;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUT1-01-032443/2443-17-000001;Sin valor;P1-58 - HSBC BANK ARGENTINA SA ;5670131;7854281
5885651;Sin valor;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000026;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;BUENOS AIRES;MUNRO;AUT1-01-013512/0000-00-000000;Sin valor;PR-2860 - NORFOLK CONSULTING G ROUP S.A.;5885651;7866990
102414707;Sin valor;Pedido;Rehabilitación de póliza sin inspección-Hogar;Telecobranzas;Editor de objetos personalizados;Rehabilitación;170426-000223;26/04/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;HOC1 - SEGURO DEL HOGAR;Sin valor;BUENOS AIRES;TANDIL;HOC1-00-370711/0000-00-000000;Sin valor;PR-6663 - MACHADO  RODOLFO HEBER;102414707;7854277
102518347;Sin valor;Consulta;Denuncia Riesgos Varios;Riesgos Varios Casa Central;Editor de objetos personalizados;Siniestros;170524-000029;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-218131/0000-00-132386;Sin valor;PR-6382 - QBE SEGUROS LA BUENO S AIRES;102518347;7854281
1326602;Sin valor;Pedido;Pago telefónico;Pago Telefonico;Editor de objetos personalizados;Telecobranzas;170523-000860;23/05/17;Sin valor;Sin valor;Sin valor;Sin valor;Sin valor;Pendiente;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;BUENOS AIRES;LA PLATA;HOM1-00-248484/8484-05-280249;Sin valor;PR-7916 - HSBC BANK ARGENTINA S.A.;1326602;7866795
4835744;Sin valor;Pedido;Daños materiales Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170524-000028;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;Sin valor;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;AUS1-00-000001/0000-02-015549;Sin valor;PR-7916 - HSBC BANK ARGENTINA S.A.;4835744;7866990
2088517;Sin valor;Pedido;Daños materiales drive in Lanús;Drive in Lanus;Editor de objetos personalizados;Siniestros;170523-001573;23/05/17;24/05/17;0.599387;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;QUILMES OESTE;AUS1-00-000001/0000-02-029016;Sin valor;PR-7907 - QBE SEGUROS LA BUENO S AIRES;2088517;7866986
5943717;Sin valor;Reclamo;Venta con anomalías;Calidad;Editor de objetos personalizados;Otros;170512-000590;12/05/17;18/05/17;6.012847;Sin valor;17/05/2017;24/05/2017;No Procedente;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-248484/8484-05-290149;Plataforma HSBC - Desconocimiento de producto;PR-7916 - HSBC BANK ARGENTINA S.A.;5943717;7854285
4652814;Sin valor;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000027;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;MENDOZA;SAN MARTIN;AUS1-00-000001/0000-02-025521;Sin valor;PR-2280 - CIBAU  RODOLFO REYNALDO;4652814;7854342
4134696;Sin valor;Reclamo;Venta con anomalías;Calidad;Editor de objetos personalizados;Otros;170512-000775;12/05/17;Sin valor;Sin valor;Sin valor;17/05/2017;24/05/2017;Resuelto;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-248484/8484-05-302777;Plataforma HSBC - Desconocimiento de producto;PR-7916 - HSBC BANK ARGENTINA S.A.;4134696;7866979
5530234;Sin valor;Consulta;Modificación datos personales;Emisión Masivos;Editor de objetos personalizados;Modificaciones;170524-000033;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;SANTA FE;ROSARIO;AUS1-00-000001/0000-02-022112;Sin valor;PR-8104 - HSBC BANK ARGENTINA S.A.;5530234;7854342
24600;Sin valor;Pedido;Daños materiales drive In Centro;Drive in Centro;Editor de objetos personalizados;Siniestros;170523-001665;23/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-983822;Sin valor;PR-9243 - QBE SEGUROS LA BUENO S AIRES;24600;7866990
5936895;Sin valor;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000037;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;SAN ISIDRO ,PTDO. SA;AUS1-00-000001/0000-01-969331;Sin valor;PR-4782 - GAUDENZI  NICOLAS;5936895;7854281
3929333;Sin valor;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170524-000039;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CHACO;PRESIDENCIA ROQUE SAENZ PE#A;AUS1-00-000001/0000-02-047427;Sin valor;PR-7907 - QBE SEGUROS LA BUENO S AIRES;3929333;7854342
2224882;Sin valor;Pedido;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170518-001088;18/05/17;Sin valor;Sin valor;Sin valor;23/05/2017;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-867612;Sin valor;PR-8161 - HSBC BANK ARGENTINA S.A.;2224882;7868950
2222111;Sin valor;Consulta;Cotización TLMK;Telemarketing;Editor de objetos personalizados;Otros;170524-000040;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-273762/3762-08-082434;Sin valor;P1-0413 - QBE SEGUROS LA BUENO S AIRES;2222111;7868943
4218388;Sin valor;Reclamo;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170520-000022;20/05/17;Sin valor;Sin valor;Sin valor;24/05/2017;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;MORENO;AUS1-00-000001/0000-02-019163;Sin valor;PR-8104 - HSBC BANK ARGENTINA S.A.;4218388;7866806
5808407;Sin valor;Pedido;Robo Total;Robo / Destruccion Total;Editor de objetos personalizados;Siniestros;170522-000925;22/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;BUENOS AIRES;VILLA CELINA;AUT1-01-015363/5363-17-000006;Sin valor;PR-9318 - COVER GROUP ASESORES DE SEGUROS SA ;5808407;7868954
1711659;Sin valor;Pedido;Demora servicio SOS;Prestadores;Editor de objetos personalizados;Prestadores;170419-001071;19/04/17;Sin valor;Sin valor;Sin valor;27/04/2017;24/05/2017;No Procedente;E-Mail;AUT1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CAPITAL FEDERAL;AUT1-01-015713/5713-17-000005;Sin valor;PR-5557 - CASTA#O  ROBERTO DANIEL;1711659;501
3260670;Sin valor;Pedido;Destrucción Total;Robo / Destruccion Total;Editor de objetos personalizados;Siniestros;170522-000245;22/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;APR1 - AUTOMOTORES;Sin valor;BUENOS AIRES;JOSE CLEMENTE PAZ;APR1-00-006860/6860-13-014749;Sin valor;PR-7933 - HSBC BANK ARGENTINA SA ;3260670;7868939
3132316;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000046;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;BUENOS AIRES;VILLA LUZURIAGA;HOM1-00-218131/0000-00-133308;Sin valor;PR-6382 - QBE SEGUROS LA BUENO S AIRES;3132316;7868941
104120464;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000047;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;QUILMES;AUS1-00-000001/0000-01-970018;Sin valor;PR-2000 - HSBC BANK ARGENTINA S.A.;104120464;7866978
104016452;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000049;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-935766;Sin valor;PR-7907 - QBE SEGUROS LA BUENO S AIRES;104016452;7868954
5958177;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000053;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;APR1 - AUTOMOTORES;Sin valor;BUENOS AIRES;JOSE C. PAZ;APR1-00-006873/6873-15-006755;Sin valor;PR-7933 - HSBC BANK ARGENTINA S.A.;5958177;7866984
3145720;Sin valor;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000051;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CORDOBA;CORDOBA;AUS1-00-000001/0000-01-997762;Sin valor;PR-8161 - HSBC BANK ARGENTINA S.A.;3145720;7868944
5842362;Sin valor;Consulta;Certificado de cobertura;Mailing;Editor de objetos personalizados;Documentación;170524-000050;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;BUENOS AIRES;9 DE JULIO;AUT1-01-026801/0000-00-000000;Sin valor;PR-5150 - SUDAMERICANA ASESORE S SA;5842362;7866985
376837;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000041;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;BUENOS AIRES;MUNRO;AUT1-00-952353/2353-15-000539;Sin valor;PR-1561 - MP Y CIA SA  ;376837;7866990
3145720;Sin valor;Consulta;Decisión del asegurado;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000058;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;CORDOBA;CORDOBA;HOM1-00-273762/3762-08-085129;Sin valor;P1-0413 - QBE SEGUROS LA BUENO S AIRES;3145720;7868944
104139561;Sin valor;Consulta;Decisión del asegurado;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000060;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-994910;Sin valor;PR-7907 - QBE SEGUROS LA BUENO S AIRES;104139561;7868954
102507135;Sin valor;Pedido;Recupero;Emisión Masivos;Editor de objetos personalizados;Rehabilitación;170522-000984;22/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;REMEDIOS DE ESCALADA;AUS1-00-000001/0000-02-007834;Sin valor;PR-8161 - HSBC BANK ARGENTINA S.A.;102507135;7866985
1736783;Sin valor;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000070;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;Sin valor;MENDOZA;CARRODILLA;HOM1-00-183671/0000-00-000048;Sin valor;PR-6000 - ACOSTA  JOSE LUIS;1736783;7866984
4058227;Sin valor;Consulta;Servicio de grúa;Prestadores;Editor de objetos personalizados;Prestadores;170524-000069;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;LOCALIDAD DE PILAR;AUS1-00-000001/0000-02-038332;Sin valor;PR-3127 - QBE SEGUROS LA BUENO S AIRES;4058227;7866990
102498879;Sin valor;Consulta;No contesta;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170524-000067;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-273762/3762-08-085800;Sin valor;P1-0413 - QBE SEGUROS LA BUENO S AIRES;102498879;7866798
150970;Sin valor;Pedido;Documentación para enviar por fax/email;Cac;Editor de objetos personalizados;Documentación;170523-001456;23/05/17;24/05/17;0.666979;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;Sin valor;BUENOS AIRES;PINAMAR;AUT1-00-974718/4718-16-000440;Sin valor;P1-28 - GRANCHELLI  MARIA FLORENCIA;150970;7886716
1080201;Sin valor;Consulta;Contestador;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170524-000056;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;Sin valor;BUENOS AIRES;SANTOS LUGARES;HOM1-00-248484/8484-05-283951;Sin valor;PR-7916 - HSBC BANK ARGENTINA S.A.;1080201;7866795
4637017;Sin valor;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170524-000076;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Canal productor;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;SAN ISIDRO;AUS1-00-000001/0000-02-038384;Sin valor;PR-1470 - SERVIDIO S.A.;4637017;7854281
5980172;Sin valor;Consulta;No califica;Emisión Cartera Gral.;Editor de objetos personalizados;Bajas;170524-000079;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;EEQ1 - SEGURO INGENIERIA;Sin valor;Sin valor;Sin valor;EEQ1-00-105950/0000-00-000000;Sin valor;PR-4678 - AON RISK SERVICES AR GENTINA S.A.;5980172;7866985
4637017;Sin valor;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000081;24/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Atendido;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;BUENOS AIRES;SAN ISIDRO;AUS1-00-000001/0000-02-038384;Sin valor;PR-1470 - SERVIDIO S.A.;4637017;7854281
101871225;Sin valor;Pedido;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170522-000126;22/05/17;Sin valor;Sin valor;Sin valor;Sin valor;24/05/2017;Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;Sin valor;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-020105;Sin valor;PR-8161 - HSBC BANK ARGENTINA SA ;101871225;7866984
