ID en AIS;Buzón de correo;Tipo de Incidente;Categoria;Cola;Origen;Jerarquía de categoría;Incidentes;Recibido;Enviado;Dias Respuesta;Cuenta asignada;Fecha de escalada;Fecha de cierre;Estado;Modo de Contacto;ID de producto;Grupo;Provincia;Localidad;Póliza;Motivo Cierre Definitivo;Productor;Cliensec;ID_CuentaCreacion
2813619;;Consulta;Servicio de grúa;Prestadores;Editor de objetos personalizados;Prestadores;170524-000009;24/05/17;;;;;'2017-05-24 04:33:35';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;BELLA VISTA;AUS1-00-000001/0000-01-962518;;PR-8161 - HSBC BANK ARGENTINA S.A.;2813619;7870554
102500119;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000010;24/05/17;;;;;'2017-05-24 04:41:53';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-005724;;PR-2000 - HSBC BANK ARGENTINA S.A.;102500119;7870554
5827416;;Pedido;Excepción - Pago por transferencia Automático;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170523-000965;23/05/17;;;Federico Montejo;;;Derivado;Llamada entrante;AUT1 - AUTOMOTORES;Telecobranzas;BUENOS AIRES;MORON;AUT1-01-024874/0000-00-000000;;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5827416;7866798
5025927;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170524-000013;24/05/17;;;;;'2017-05-24 08:00:08';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-041880;;P1-0394 - AON RISK SERVICES AR GENTINA S.A.;5025927;7379825
104089322;;Accion Proactiva;Reintegro Prestadores - Acción Proactiva;Prestadores;Editor de objetos personalizados;Prestadores;170317-001166;17/03/17;;;;'2017-04-12 17:52:03';'2017-05-24 08:22:35';Resuelto;Tarea Proactiva sin contacto;AUS1 - AUTOMOTORES;;BUENOS AIRES;RAMOS MEJIA;AUS1-00-000001/0000-02-019299;;PR-8161 - HSBC BANK ARGENTINA S.A.;104089322;5740
2777863;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000015;24/05/17;;;;;'2017-05-24 08:23:04';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;MENDOZA;MENDOZA;AUS1-00-000001/0000-01-956962;;PR-8161 - HSBC BANK ARGENTINA S.A.;2777863;7854281
5984363;;Consulta;Modificaciones datos del producto;Gerencia Clientes;Editor de objetos personalizados;Modificaciones;170524-000016;24/05/17;;;;;'2017-05-24 08:26:24';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;SAN JUAN;BARRIO RAWSON;APR1-00-006873/6873-15-009099;;PR-7933 - HSBC BANK ARGENTINA S.A.;5984363;7854281
5969139;;Pedido;Modificación de canal de cobro por única vez;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170523-001152;23/05/17;;;;;'2017-05-24 08:27:16';Resuelto;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;;FORMOSA;CLORINDA;HOM1-00-357682/7682-16-000728;;PR-4623 - MENDOZA BROKER S.R.L .;5969139;7866991
5984363;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000018;24/05/17;;;;;'2017-05-24 08:28:19';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;SAN JUAN;BARRIO RAWSON;APR1-00-006873/6873-15-009099;;PR-7933 - HSBC BANK ARGENTINA S.A.;5984363;7854281
4003394;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000019;24/05/17;;;;;'2017-05-24 08:29:31';Atendido;Llamada Saliente;AUS1 - AUTOMOTORES;;MENDOZA;VILLA NUEVA DE GUAYMALLEN;AUS1-00-000001/0000-01-958353;;PR-0245 - QBE SEGUROS LA BUENO S AIRES;4003394;7379825
5266508;;Pedido;Cambio de compañía;Telecobranzas;Editor de objetos personalizados;Bajas;170511-000828;11/05/17;;;;;'2017-05-24 08:40:22';Resuelto;Telemarketing;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-047170;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;5266508;7876157
5974701;;Pedido;Pago telefónico;Pago Telefonico;Editor de objetos personalizados;Telecobranzas;170523-000144;23/05/17;;;;;'2017-05-24 08:40:51';Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;;;;AUT1-01-027523/0000-00-000000;;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5974701;7866794
5942190;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000022;24/05/17;;;;;'2017-05-24 08:41:24';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;MAR DEL PLATA;AUS1-00-000001/0000-01-979805;;PR-4589 - REY MENDEZ RODRIGUEZ  MARIA FLORENCIA;5942190;7854281
5806172;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000023;24/05/17;;;;;'2017-05-24 08:41:56';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;NEUQUEN;NEUQUEN;AUT1-01-007555/0000-00-000000;;PR-4679 - AON RISK SERVICES AR GENTINA S.A.;5806172;7866990
5928342;;Pedido;Modificación datos personales;Telecobranzas;Editor de objetos personalizados;Modificaciones;170427-000008;27/04/17;;;;'2017-05-05 06:00:29';'2017-05-24 08:43:01';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-956700;;PR-2000 - HSBC BANK ARGENTINA S.A.;5928342;7870554
5670131;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170524-000025;24/05/17;;;;;'2017-05-24 08:44:50';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUT1-01-032443/2443-17-000001;;P1-58 - HSBC BANK ARGENTINA SA ;5670131;7854281
5885651;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000026;24/05/17;;;;;'2017-05-24 08:48:35';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;MUNRO;AUT1-01-013512/0000-00-000000;;PR-2860 - NORFOLK CONSULTING G ROUP S.A.;5885651;7866990
102414707;;Pedido;Rehabilitación de póliza sin inspección-Hogar;Telecobranzas;Editor de objetos personalizados;Rehabilitación;170426-000223;26/04/17;;;;;'2017-05-24 08:50:17';Resuelto;Llamada entrante;HOC1 - SEGURO DEL HOGAR;;BUENOS AIRES;TANDIL;HOC1-00-370711/0000-00-000000;;PR-6663 - MACHADO  RODOLFO HEBER;102414707;7854277
102518347;;Consulta;Denuncia Riesgos Varios;Riesgos Varios Casa Central;Editor de objetos personalizados;Siniestros;170524-000029;24/05/17;;;;;'2017-05-24 08:51:42';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-218131/0000-00-132386;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;102518347;7854281
1326602;;Pedido;Pago telefónico;Pago Telefonico;Editor de objetos personalizados;Telecobranzas;170523-000860;23/05/17;;;;;;Pendiente;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;LA PLATA;HOM1-00-248484/8484-05-280249;;PR-7916 - HSBC BANK ARGENTINA S.A.;1326602;7866795
4835744;;Pedido;Daños materiales Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170524-000028;24/05/17;;;;;;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;AUS1-00-000001/0000-02-015549;;PR-7916 - HSBC BANK ARGENTINA S.A.;4835744;7866990
2088517;;Pedido;Daños materiales drive in Lanús;Drive in Lanus;Editor de objetos personalizados;Siniestros;170523-001573;23/05/17;24/05/17;0.599387;;;'2017-05-24 08:52:45';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;QUILMES OESTE;AUS1-00-000001/0000-02-029016;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;2088517;7866986
5943717;;Reclamo;Venta con anomalías;Calidad;Editor de objetos personalizados;Otros;170512-000590;12/05/17;18/05/17;6.012847;;'2017-05-17 09:31:24';'2017-05-24 08:53:21';No Procedente;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-248484/8484-05-290149;Plataforma HSBC - Desconocimiento de producto;PR-7916 - HSBC BANK ARGENTINA S.A.;5943717;7854285
4652814;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000027;24/05/17;;;;;'2017-05-24 08:54:10';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;MENDOZA;SAN MARTIN;AUS1-00-000001/0000-02-025521;;PR-2280 - CIBAU  RODOLFO REYNALDO;4652814;7854342
4134696;;Reclamo;Venta con anomalías;Calidad;Editor de objetos personalizados;Otros;170512-000775;12/05/17;;;;'2017-05-17 09:31:25';'2017-05-24 08:54:46';Resuelto;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-248484/8484-05-302777;Plataforma HSBC - Desconocimiento de producto;PR-7916 - HSBC BANK ARGENTINA S.A.;4134696;7866979
5530234;;Consulta;Modificación datos personales;Emisión Masivos;Editor de objetos personalizados;Modificaciones;170524-000033;24/05/17;;;;;'2017-05-24 08:56:48';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;SANTA FE;ROSARIO;AUS1-00-000001/0000-02-022112;;PR-8104 - HSBC BANK ARGENTINA S.A.;5530234;7854342
24600;;Pedido;Daños materiales drive In Centro;Drive in Centro;Editor de objetos personalizados;Siniestros;170523-001665;23/05/17;;;;;'2017-05-24 09:03:55';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-983822;;PR-9243 - QBE SEGUROS LA BUENO S AIRES;24600;7866990
5936895;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000037;24/05/17;;;;;'2017-05-24 09:05:54';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;"SAN ISIDRO ;PTDO. SA";AUS1-00-000001/0000-01-969331;;PR-4782 - GAUDENZI  NICOLAS;5936895;7854281
3929333;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170524-000039;24/05/17;;;;;'2017-05-24 09:07:01';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CHACO;PRESIDENCIA ROQUE SAENZ PE#A;AUS1-00-000001/0000-02-047427;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;3929333;7854342
2224882;;Pedido;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170518-001088;18/05/17;;;;'2017-05-23 15:16:56';'2017-05-24 09:07:04';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-867612;;PR-8161 - HSBC BANK ARGENTINA S.A.;2224882;7868950
2222111;;Consulta;Cotización TLMK;Telemarketing;Editor de objetos personalizados;Otros;170524-000040;24/05/17;;;;;'2017-05-24 09:07:39';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-273762/3762-08-082434;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;2222111;7868943
4218388;;Reclamo;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170520-000022;20/05/17;;;;'2017-05-24 00:16:34';'2017-05-24 09:07:52';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;MORENO;AUS1-00-000001/0000-02-019163;;PR-8104 - HSBC BANK ARGENTINA S.A.;4218388;7866806
5808407;;Pedido;Robo Total;Robo / Destruccion Total;Editor de objetos personalizados;Siniestros;170522-000925;22/05/17;;;;;'2017-05-24 09:08:51';Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;VILLA CELINA;AUT1-01-015363/5363-17-000006;;PR-9318 - COVER GROUP ASESORES DE SEGUROS SA ;5808407;7868954
1711659;;Pedido;Demora servicio SOS;Prestadores;Editor de objetos personalizados;Prestadores;170419-001071;19/04/17;;;;'2017-04-27 14:50:52';'2017-05-24 09:08:55';No Procedente;E-Mail;AUT1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUT1-01-015713/5713-17-000005;;PR-5557 - CASTA#O  ROBERTO DANIEL;1711659;501
3260670;;Pedido;Destrucción Total;Robo / Destruccion Total;Editor de objetos personalizados;Siniestros;170522-000245;22/05/17;;;;;'2017-05-24 09:10:39';Resuelto;Llamada entrante;APR1 - AUTOMOTORES;;BUENOS AIRES;JOSE CLEMENTE PAZ;APR1-00-006860/6860-13-014749;;PR-7933 - HSBC BANK ARGENTINA SA ;3260670;7868939
3132316;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000046;24/05/17;;;;;'2017-05-24 09:11:19';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;VILLA LUZURIAGA;HOM1-00-218131/0000-00-133308;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;3132316;7868941
104120464;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000047;24/05/17;;;;;'2017-05-24 09:12:27';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;QUILMES;AUS1-00-000001/0000-01-970018;;PR-2000 - HSBC BANK ARGENTINA S.A.;104120464;7866978
104016452;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000049;24/05/17;;;;;'2017-05-24 09:12:28';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-935766;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;104016452;7868954
5958177;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000053;24/05/17;;;;;'2017-05-24 09:14:55';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;BUENOS AIRES;JOSE C. PAZ;APR1-00-006873/6873-15-006755;;PR-7933 - HSBC BANK ARGENTINA S.A.;5958177;7866984
3145720;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000051;24/05/17;;;;;'2017-05-24 09:15:06';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CORDOBA;CORDOBA;AUS1-00-000001/0000-01-997762;;PR-8161 - HSBC BANK ARGENTINA S.A.;3145720;7868944
5842362;;Consulta;Certificado de cobertura;Mailing;Editor de objetos personalizados;Documentación;170524-000050;24/05/17;;;;;'2017-05-24 09:16:01';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;9 DE JULIO;AUT1-01-026801/0000-00-000000;;PR-5150 - SUDAMERICANA ASESORE S SA;5842362;7866985
376837;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000041;24/05/17;;;;;'2017-05-24 09:16:52';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;MUNRO;AUT1-00-952353/2353-15-000539;;PR-1561 - MP Y CIA SA  ;376837;7866990
3145720;;Consulta;Decisión del asegurado;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000058;24/05/17;;;;;'2017-05-24 09:16:53';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;CORDOBA;HOM1-00-273762/3762-08-085129;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;3145720;7868944
104139561;;Consulta;Decisión del asegurado;Emisión Masivos;Editor de objetos personalizados;Bajas;170524-000060;24/05/17;;;;;'2017-05-24 09:17:37';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-994910;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;104139561;7868954
102507135;;Pedido;Recupero;Emisión Masivos;Editor de objetos personalizados;Rehabilitación;170522-000984;22/05/17;;;;;'2017-05-24 09:18:29';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;REMEDIOS DE ESCALADA;AUS1-00-000001/0000-02-007834;;PR-8161 - HSBC BANK ARGENTINA S.A.;102507135;7866985
1736783;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170524-000070;24/05/17;;;;;'2017-05-24 09:18:37';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;MENDOZA;CARRODILLA;HOM1-00-183671/0000-00-000048;;PR-6000 - ACOSTA  JOSE LUIS;1736783;7866984
4058227;;Consulta;Servicio de grúa;Prestadores;Editor de objetos personalizados;Prestadores;170524-000069;24/05/17;;;;;'2017-05-24 09:18:39';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;LOCALIDAD DE PILAR;AUS1-00-000001/0000-02-038332;;PR-3127 - QBE SEGUROS LA BUENO S AIRES;4058227;7866990
102498879;;Consulta;No contesta;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170524-000067;24/05/17;;;;;'2017-05-24 09:18:46';Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-273762/3762-08-085800;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;102498879;7866798
150970;;Pedido;Documentación para enviar por fax/email;Cac;Editor de objetos personalizados;Documentación;170523-001456;23/05/17;24/05/17;0.666979;;;'2017-05-24 09:19:09';Resuelto;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;PINAMAR;AUT1-00-974718/4718-16-000440;;P1-28 - GRANCHELLI  MARIA FLORENCIA;150970;7886716
1080201;;Consulta;Contestador;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170524-000056;24/05/17;;;;;'2017-05-24 09:19:35';Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;SANTOS LUGARES;HOM1-00-248484/8484-05-283951;;PR-7916 - HSBC BANK ARGENTINA S.A.;1080201;7866795
4637017;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170524-000076;24/05/17;;;;;'2017-05-24 09:21:08';Atendido;Canal productor;AUS1 - AUTOMOTORES;;BUENOS AIRES;SAN ISIDRO;AUS1-00-000001/0000-02-038384;;PR-1470 - SERVIDIO S.A.;4637017;7854281
5980172;;Consulta;No califica;Emisión Cartera Gral.;Editor de objetos personalizados;Bajas;170524-000079;24/05/17;;;;;'2017-05-24 09:21:40';Atendido;Llamada entrante;EEQ1 - SEGURO INGENIERIA;;;;EEQ1-00-105950/0000-00-000000;;PR-4678 - AON RISK SERVICES AR GENTINA S.A.;5980172;7866985
4637017;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170524-000081;24/05/17;;;;;'2017-05-24 09:22:05';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;SAN ISIDRO;AUS1-00-000001/0000-02-038384;;PR-1470 - SERVIDIO S.A.;4637017;7854281
101871225;;Pedido;Daños materiales drive in Libertador;Drive in Libertador;Editor de objetos personalizados;Siniestros;170522-000126;22/05/17;;;;;'2017-05-24 09:22:07';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-020105;;PR-8161 - HSBC BANK ARGENTINA SA ;101871225;7866984
5834177;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170524-000077;24/05/17;;;;;'2017-05-24 09:23:06';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;SAN JUAN;CHIMBAS;HOM1-00-273762/3762-08-092429;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;5834177;7866740
1857593;;Pedido;Referidos;Emisión Masivos;Editor de objetos personalizados;Bonificación;170523-000737;23/05/17;;;;;'2017-05-24 09:23:44';Resuelto;E-Mail;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUEN;AUS1-00-000001/0000-02-046186;;P1-0062 - CCRIS S.R.L.;1857593;7873067
5924387;;Consulta;Cotización TLMK;Telemarketing;Editor de objetos personalizados;Otros;170524-000082;24/05/17;;;;;'2017-05-24 09:23:56';Atendido;Llamada entrante;APL1 - AUTOMOTORES PLANES;;BUENOS AIRES;MAR DEL PLATA;APL1-00-006880/6880-16-000028;;P1-0258 - PCA ASESORES DE SEGU ROS S.A.;5924387;7868941
5967180;;Consulta;Contestador;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170524-000075;24/05/17;;;;;'2017-05-24 09:24:56';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;"SAN ISIDRO ;PTDO. SA";AUS1-00-000001/0000-02-019671;;PR-6032 - MOLINA BERRO  TOMAS;5967180;7866798
852869;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170524-000085;24/05/17;;;;;'2017-05-24 09:26:15';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;SAN MIGUEL;AUS1-00-000001/0000-01-965381;;PR-9266 - QBE SEGUROS LA BUENO S AIRES;852869;7868954
304875;;Pedido;Pago telefónico;Pago Telefonico;Editor de objetos personalizados;Telecobranzas;170523-000043;23/05/17;;;;;'2017-05-24 09:26:45';Resuelto;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;NEUQUEN;NEUQUEN;HOM1-00-273762/3762-08-084623;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;304875;7854277
54439;;Pedido;Cambio de productor;Emisión Masivos;Editor de objetos personalizados;Otros;170523-000698;23/05/17;;;;;'2017-05-24 09:27:05';Resuelto;Telemarketing;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-047730;;PR-9981 - LAURO ASESORES BROKE RS DE SEGUROS SRL;54439;16155
102590750;;Consulta;Modificación datos personales;Emisión Masivos;Editor de objetos personalizados;Modificaciones;170524-000083;24/05/17;;;;;'2017-05-24 09:27:15';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;HOM1-00-273762/3762-08-088026;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;102590750;7854343
1974966;;Consulta;Copia de denuncia de siniestro;Mailing;Editor de objetos personalizados;Documentación;170524-000095;24/05/17;;;;;'2017-05-24 09:27:20';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;BENAVIDEZ;AUS1-00-000001/0000-01-942031;;PR-0245 - QBE SEGUROS LA BUENO S AIRES;1974966;7868943
